scrape_id,host_id,host_listings_count,host_total_listings_count,neighbourhood_group_cleansed,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
20250600000000.0,272907816,2.0,6.0,,42.64454,-73.75369,4.0,1.0,0.0,3.0,1.0,29,1.0,3.0,29,29,2.2,29.0,,20,45,74,74,40.0,10.0,4.0,74,4.0,60,4020.0,4.63,4.75,4.83,4.85,4.68,4.33,4.55,,2.0,2.0,0.0,0,0.88
20250600000000.0,165293595,5.0,7.0,,42.6545,-73.78223,4.0,1.0,1.0,2.0,2.0,365,2.0,2.0,1125,1125,2.0,1125.0,,14,38,68,247,154.0,29.0,2.0,184,41.0,174,15486.0,4.72,4.8,4.59,4.91,4.88,4.73,4.72,,1.0,1.0,0.0,0,2.72
20250600000000.0,47625981,19.0,19.0,,42.64801,-73.75668,3.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,10,33,61,176,99.0,6.0,0.0,176,14.0,36,3888.0,4.61,4.7,4.7,4.8,4.83,4.48,4.55,,18.0,2.0,0.0,0,1.86
20250600000000.0,47625981,19.0,19.0,,42.64821,-73.75793,3.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,19,45,72,344,122.0,18.0,2.0,188,21.0,108,11664.0,4.78,4.82,4.87,4.84,4.92,4.48,4.71,,18.0,2.0,0.0,0,2.29
20250600000000.0,47625981,19.0,19.0,,42.64713,-73.75628,4.0,1.0,2.0,2.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,22,43,73,188,144.0,16.0,0.0,188,24.0,96,11232.0,4.66,4.74,4.76,4.9,4.87,4.47,4.58,,18.0,2.0,0.0,0,2.72
20250600000000.0,69789449,1.0,1.0,,42.65311,-73.78525,4.0,1.0,2.0,2.0,1.0,100,1.0,1.0,1125,1125,1.0,1125.0,,8,8,17,286,13.5,41.0,4.0,127,4.0,246,4740.0,4.99,4.99,4.99,4.99,4.99,4.9,4.94,,1.0,1.0,0.0,0,4.87
20250600000000.0,152762198,9.0,17.0,,42.66646,-73.79184,4.0,1.0,2.0,2.0,3.0,700,3.0,3.0,1125,1125,3.0,1125.0,,14,32,62,241,93.0,25.0,0.0,178,26.0,150,13800.0,4.91,4.9,4.86,4.98,5.0,4.73,4.85,,9.0,9.0,0.0,0,1.75
20250600000000.0,19648678,4.0,7.0,,42.65345,-73.76663,2.0,1.0,1.0,1.0,1.0,1125,2.0,4.0,1125,1125,3.7,1125.0,,0,8,38,312,65.0,16.0,2.0,154,18.0,96,9216.0,4.58,4.69,4.68,5.0,5.0,4.52,4.58,,4.0,4.0,0.0,0,1.23
20250600000000.0,152762198,9.0,17.0,,42.67156,-73.80883,3.0,1.0,1.0,1.0,3.0,700,3.0,3.0,700,700,3.0,700.0,,9,14,38,313,71.0,20.0,1.0,154,22.0,120,9240.0,4.9,4.92,4.89,4.97,4.99,4.87,4.94,,9.0,9.0,0.0,0,1.36
20250600000000.0,382970529,16.0,26.0,,42.6692,-73.79849,3.0,1.0,1.0,1.0,1.0,32,1.0,1.0,1125,1125,1.0,1125.0,,9,16,31,31,13.5,47.0,2.0,31,43.0,255,22950.0,4.97,4.97,4.99,4.97,4.99,4.98,4.98,,15.0,4.0,0.0,0,3.22
20250600000000.0,299638115,4.0,4.0,,42.656,-73.76123,4.0,1.0,2.0,3.0,2.0,1125,1.0,3.0,365,1125,2.9,1091.7,,0,5,35,310,21.0,3.0,0.0,151,4.0,18,2412.0,4.43,4.67,4.57,4.76,4.71,4.29,4.33,,4.0,4.0,0.0,0,0.4
20250600000000.0,21886921,2.0,5.0,,42.66744,-73.79216,5.0,1.0,2.0,2.0,1.0,365,1.0,2.0,365,365,1.3,365.0,,14,18,25,300,9.0,2.0,1.0,141,2.0,56,7000.0,5.0,5.0,4.67,5.0,4.89,4.89,4.89,,2.0,2.0,0.0,0,0.18
20250600000000.0,385664127,7.0,9.0,,42.65118,-73.75274,4.0,1.0,1.0,2.0,2.0,1125,2.0,3.0,1125,1125,2.0,1125.0,,19,33,63,243,13.5,29.0,0.0,179,33.0,174,16530.0,4.88,4.93,4.97,4.95,4.89,4.9,4.86,,2.0,2.0,0.0,0,3.2
20250600000000.0,349460842,17.0,17.0,,42.66261,-73.78332,6.0,1.0,3.0,1.0,1.0,365,1.0,1.0,1125,1125,1.0,1125.0,,26,54,82,357,13.5,21.0,2.0,198,15.0,126,25326.0,4.78,4.87,4.95,4.95,4.93,4.47,4.63,,17.0,4.0,0.0,0,3.17
20250600000000.0,385664127,7.0,9.0,,42.64982,-73.7509,6.0,1.0,2.0,3.0,1.0,730,1.0,3.0,730,730,1.2,730.0,,5,5,5,142,13.5,40.0,1.0,81,45.0,240,31200.0,4.9,4.96,4.94,4.97,4.92,4.89,4.88,,2.0,2.0,0.0,0,4.88
20250600000000.0,98744672,8.0,8.0,,42.65399,-73.78126,1.0,1.0,1.0,1.0,2.0,180,2.0,2.0,1125,1125,2.0,1125.0,,7,27,34,280,76.0,15.0,0.0,121,28.0,90,3690.0,4.92,4.95,4.97,4.91,4.96,4.86,4.95,,8.0,2.0,0.0,0,1.46
20250600000000.0,4259750,8.0,13.0,,42.66526413,-73.78692627,2.0,1.0,1.0,1.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,17,45,75,331,44.0,14.0,0.0,175,12.0,84,4740.0,4.95,4.95,4.95,5.0,4.98,4.91,4.93,,8.0,8.0,0.0,0,1.25
20250600000000.0,392074908,3.0,7.0,,42.65429,-73.75986,2.0,1.0,1.0,1.0,2.0,180,1.0,2.0,1125,1125,2.0,1125.0,,23,47,77,166,102.0,3.0,2.0,166,11.0,18,1674.0,4.7,4.84,4.59,4.85,4.7,4.85,4.75,,3.0,3.0,0.0,0,2.19
20250600000000.0,172658781,2.0,4.0,,42.66972,-73.79544,4.0,1.0,2.0,3.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,0,4,34,308,4.0,0.0,0.0,150,0.0,0,0.0,5.0,5.0,5.0,5.0,5.0,4.75,4.75,,2.0,2.0,0.0,0,0.09
20250600000000.0,48490017,1.0,1.0,,42.65157,-73.76546,2.0,1.0,1.0,1.0,2.0,365,2.0,2.0,365,365,2.0,365.0,,9,16,23,100,13.5,34.0,2.0,100,38.0,204,9984.0,4.99,4.99,4.99,4.97,5.0,4.89,4.97,,1.0,1.0,0.0,0,4.09
20250600000000.0,47625981,19.0,19.0,,42.65888,-73.74673,3.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,28,50,80,196,89.0,16.0,3.0,196,12.0,96,9984.0,4.76,4.83,4.75,4.89,4.9,4.47,4.75,,18.0,2.0,0.0,0,1.83
20250600000000.0,105597161,1.0,1.0,,42.66034,-73.77163,3.0,1.0,1.0,2.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,0,11,11,11,13.5,25.0,4.0,11,37.0,150,15750.0,4.97,4.97,4.93,4.99,4.98,4.8,4.91,,1.0,1.0,0.0,0,4.42
20250600000000.0,188679144,9.0,9.0,,42.65333,-73.76402,4.0,1.0,2.0,2.0,3.0,365,3.0,3.0,365,365,3.0,365.0,,30,60,90,365,16.0,6.0,1.0,206,5.0,36,4860.0,4.56,4.56,4.38,4.75,4.81,4.81,4.5,,8.0,8.0,0.0,0,0.33
20250600000000.0,172539578,4.0,4.0,,42.67945,-73.81647,1.0,1.0,1.0,1.0,3.0,1125,3.0,3.0,1125,1125,3.0,1125.0,,0,1,3,30,46.0,9.0,1.0,3,9.0,54,3240.0,4.93,4.85,4.83,4.96,4.96,4.91,4.91,,4.0,1.0,3.0,0,1.02
20250600000000.0,47625981,19.0,19.0,,42.65901,-73.74748,2.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,29,54,84,200,45.0,5.0,0.0,200,6.0,30,3240.0,4.62,4.8,4.89,4.91,4.82,4.38,4.56,,18.0,2.0,0.0,0,0.96
20250600000000.0,414738935,1.0,1.0,,42.66064,-73.76074,2.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.0,1125.0,,17,36,62,217,13.5,35.0,0.0,161,39.0,210,13650.0,4.75,4.84,4.92,4.81,4.89,4.22,4.7,,1.0,1.0,0.0,0,5.4
20250600000000.0,416799784,1.0,1.0,,42.65969,-73.77564,2.0,1.0,1.0,1.0,1.0,1125,1.0,7.0,1125,1125,7.0,1125.0,,15,18,24,113,28.0,7.0,0.0,113,4.0,98,8722.0,4.96,4.96,4.82,5.0,5.0,4.96,4.86,,1.0,1.0,0.0,0,0.63
20250600000000.0,394420519,9.0,11.0,,42.65061,-73.75006,2.0,1.0,1.0,1.0,4.0,365,4.0,4.0,1125,1125,4.0,1125.0,,30,53,83,262,9.0,1.0,0.0,199,2.0,8,1104.0,4.9,4.56,4.9,5.0,5.0,4.56,4.9,,1.0,1.0,0.0,0,0.2
20250600000000.0,47625981,19.0,19.0,,42.65856,-73.74866,3.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,25,48,78,194,78.0,10.0,2.0,194,11.0,60,5940.0,4.77,4.85,4.76,4.81,4.82,4.56,4.73,,18.0,2.0,0.0,0,1.68
20250600000000.0,60293220,3.0,3.0,,42.65844,-73.74978,2.0,1.0,1.0,1.0,2.0,365,2.0,3.0,365,365,2.3,365.0,,10,33,63,337,90.0,13.0,1.0,179,19.0,78,6942.0,4.77,4.89,4.64,4.93,4.92,4.48,4.8,,3.0,3.0,0.0,0,2.02
20250600000000.0,392074908,3.0,7.0,,42.65269,-73.76076,2.0,1.0,1.0,1.0,2.0,365,2.0,2.0,1125,1125,2.0,1125.0,,5,29,59,334,43.0,9.0,1.0,175,6.0,54,270.0,4.4,4.65,4.47,4.79,4.67,4.81,4.53,,3.0,3.0,0.0,0,0.93
20250600000000.0,172539578,4.0,4.0,,42.67812,-73.81724,1.0,1.0,1.0,1.0,3.0,180,1.0,3.0,1125,1125,3.0,1125.0,,13,25,41,220,11.0,1.0,0.0,157,0.0,6,270.0,5.0,5.0,4.91,5.0,5.0,5.0,4.91,,4.0,1.0,3.0,0,0.25
20250600000000.0,152762198,9.0,17.0,,42.7,-73.77357,5.0,1.0,2.0,2.0,3.0,365,3.0,3.0,365,365,3.0,365.0,,17,26,56,145,72.0,17.0,3.0,145,19.0,102,9792.0,4.89,4.92,4.92,4.93,4.99,4.72,4.82,,9.0,9.0,0.0,0,1.6
20250600000000.0,35465673,1.0,1.0,,42.65641,-73.76413,2.0,1.0,0.0,1.0,1.0,27,1.0,1.0,1125,1125,1.0,1125.0,,15,32,61,61,13.5,5.0,0.0,61,4.0,255,19125.0,4.93,4.93,4.9,4.9,4.98,4.87,4.91,,1.0,1.0,0.0,0,1.2
20250600000000.0,232967878,24.0,5.0,,42.65674,-73.79221,6.0,1.0,3.0,3.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,24,39,52,224,135.0,25.0,2.0,161,30.0,150,22350.0,4.93,4.9,4.88,4.98,4.96,4.92,4.87,,3.0,2.0,0.0,0,3.04
20250600000000.0,232967878,24.0,5.0,,42.67102,-73.79454,4.0,1.0,2.0,2.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,25,25,25,25,89.0,17.0,1.0,25,15.0,102,10812.0,4.81,4.84,4.88,4.89,4.88,4.81,4.75,,3.0,2.0,0.0,0,1.99
20250600000000.0,232967878,24.0,5.0,,42.66236,-73.79245,2.0,1.0,1.0,1.0,2.0,365,2.0,2.0,1125,1125,2.0,1125.0,,18,37,67,240,90.0,22.0,1.0,177,26.0,132,4740.0,4.97,4.97,4.97,4.98,4.94,4.93,4.91,,3.0,2.0,0.0,0,2.03
20250600000000.0,232967878,24.0,5.0,,42.67242,-73.79292,4.0,1.0,2.0,2.0,1.0,365,1.0,1.0,365,365,1.0,365.0,,0,1,1,1,85.0,14.0,0.0,1,30.0,84,10080.0,4.86,4.89,4.94,4.95,4.87,4.84,4.79,,3.0,2.0,0.0,0,2.02
20250600000000.0,47625981,19.0,19.0,,42.65812,-73.74837,3.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,28,50,80,196,76.0,12.0,3.0,196,15.0,72,7488.0,4.7,4.74,4.61,4.76,4.79,4.51,4.62,,18.0,2.0,0.0,0,1.72
20250600000000.0,355777684,3.0,3.0,,42.65826,-73.76944,4.0,1.0,1.0,2.0,1.0,1125,1.0,1.0,1125,1125,1.0,1125.0,,6,13,34,289,13.5,41.0,3.0,131,48.0,246,25830.0,4.98,4.97,4.99,4.99,5.0,4.97,4.95,,3.0,3.0,0.0,0,4.66
20250600000000.0,428451585,1.0,1.0,,42.64792,-73.79953,4.0,1.0,3.0,2.0,3.0,365,3.0,3.0,365,365,3.0,365.0,,30,60,90,364,0.0,0.0,0.0,206,0.0,0,0.0,4.81,4.84,4.87,4.84,4.81,4.37,4.77,,1.0,1.0,0.0,0,1.43
20250600000000.0,232967878,24.0,5.0,,42.64369,-73.7581,2.0,1.0,1.0,2.0,2.0,730,2.0,2.0,730,730,2.0,730.0,,21,21,21,21,62.0,13.0,1.0,21,17.0,78,6084.0,4.81,4.84,4.87,4.84,4.81,4.37,4.77,,3.0,2.0,0.0,0,1.43
20250600000000.0,433096110,4.0,5.0,,42.65824,-73.80114,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,28,28,1.0,28.0,,18,40,70,249,13.5,35.0,0.0,185,4.0,210,4740.0,4.94,4.97,4.95,4.96,4.99,4.83,4.89,,3.0,3.0,0.0,0,3.78
20250600000000.0,433096110,4.0,5.0,,42.65204,-73.76655,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,28,28,1.0,28.0,,20,40,68,339,13.5,5.0,0.0,181,4.0,255,24990.0,4.89,4.91,4.81,4.96,4.97,4.78,4.86,,3.0,3.0,0.0,0,1.2
20250600000000.0,47625981,19.0,19.0,,42.65913,-73.74722,5.0,1.0,2.0,2.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,17,32,59,175,119.0,29.0,2.0,175,36.0,174,23490.0,4.66,4.78,4.61,4.73,4.82,4.39,4.63,,18.0,2.0,0.0,0,2.8
20250600000000.0,4259750,8.0,13.0,,42.674675,-73.822861,2.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,9,30,60,335,40.0,19.0,0.0,176,19.0,114,4740.0,4.98,4.98,4.98,5.0,4.98,4.98,4.95,,8.0,8.0,0.0,0,1.02
20250600000000.0,60293220,3.0,3.0,,42.65873,-73.7494,2.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,30,60,90,364,3.0,0.0,0.0,206,0.0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,3.0,3.0,0.0,0,0.08
20250600000000.0,438504176,1.0,1.0,,42.64683,-73.75662,4.0,1.0,0.0,1.0,1.0,1,1.0,1.0,1,1,1.0,1.0,,30,60,90,365,0.0,0.0,0.0,206,0.0,0,0.0,4.75,4.78,4.77,4.87,4.94,4.82,4.72,,1.0,1.0,0.0,0,2.88
20250600000000.0,37769478,14.0,15.0,,42.66261,-73.79026,2.0,1.0,1.0,2.0,1.0,1125,1.0,1.0,365,365,1.0,365.0,,27,54,84,358,105.0,27.0,0.0,200,35.0,162,13446.0,4.75,4.78,4.77,4.87,4.94,4.82,4.72,,11.0,11.0,0.0,0,2.88
20250600000000.0,37769478,14.0,15.0,,42.65422,-73.76996,2.0,1.0,1.0,2.0,1.0,1125,1.0,1.0,1,1125,1.0,412.2,,1,25,55,329,69.0,9.0,0.0,171,11.0,54,5940.0,4.93,4.93,4.96,4.96,5.0,4.87,4.88,,11.0,11.0,0.0,0,1.77
20250600000000.0,37769478,14.0,15.0,,42.65403,-73.77056,2.0,1.0,1.0,1.0,1.0,1125,1.0,1.0,1,1125,1.0,327.1,,22,39,66,340,133.0,31.0,2.0,182,15.0,186,17112.0,4.9,4.96,4.88,4.95,4.96,4.81,4.86,,11.0,11.0,0.0,0,3.19
20250600000000.0,265709295,2.0,2.0,,42.65594,-73.76591,2.0,1.0,2.0,1.0,1.0,730,1.0,1.0,730,730,1.0,730.0,,14,33,56,325,13.5,40.0,1.0,168,45.0,240,4740.0,4.98,4.95,4.98,4.97,5.0,4.86,4.95,,2.0,2.0,0.0,0,6.04
20250600000000.0,432936385,1.0,1.0,,42.65143,-73.76497,2.0,1.0,3.0,1.0,1.0,1125,1.0,1.0,1125,1125,1.0,1125.0,,11,21,41,303,13.5,5.0,0.0,147,4.0,255,4740.0,4.98,4.99,4.96,4.99,5.0,4.95,4.98,,1.0,1.0,0.0,0,5.7
20250600000000.0,152762198,9.0,17.0,,42.65578,-73.78641,6.0,1.0,2.0,2.0,3.0,365,3.0,3.0,1125,1125,3.0,1125.0,,13,24,54,233,56.0,25.0,3.0,170,12.0,150,14550.0,4.93,4.93,4.91,4.96,4.98,4.82,4.89,,9.0,9.0,0.0,0,1.7
20250600000000.0,152762198,9.0,17.0,,42.65905,-73.77964,3.0,1.0,1.0,1.0,3.0,365,3.0,3.0,1125,1125,3.0,1125.0,,14,20,50,325,57.0,13.0,2.0,166,16.0,78,6006.0,4.82,4.86,4.91,4.89,4.98,4.51,4.77,,9.0,9.0,0.0,0,1.54
20250600000000.0,433884293,1.0,2.0,,42.66062,-73.79112,2.0,1.0,1.0,2.0,6.0,1125,5.0,6.0,1125,1125,5.9,1125.0,,29,59,89,363,2.0,0.0,0.0,205,0.0,0,0.0,4.9,4.9,4.9,5.0,5.0,4.5,4.9,,1.0,1.0,0.0,0,0.06
20250600000000.0,47625981,19.0,19.0,,42.65848,-73.76359,2.0,1.0,0.0,1.0,1.0,365,1.0,2.0,1125,1125,1.3,1125.0,,29,53,83,358,45.0,6.0,0.0,199,6.0,36,3312.0,4.69,4.78,4.58,4.87,4.78,4.04,4.62,,18.0,2.0,0.0,0,1.15
20250600000000.0,353498132,6.0,6.0,,42.64441,-73.75647,2.0,1.0,1.0,1.0,1.0,365,1.0,2.0,365,365,1.3,365.0,,0,0,28,302,13.0,2.0,0.0,144,4.0,52,6136.0,5.0,5.0,4.92,5.0,5.0,4.46,5.0,,6.0,6.0,0.0,0,0.36
20250600000000.0,382970529,16.0,26.0,,42.66911,-73.79869,2.0,1.0,1.0,2.0,1.0,60,1.0,1.0,1125,1125,1.0,1125.0,,18,25,46,46,123.0,25.0,3.0,46,41.0,150,14400.0,4.97,4.93,5.0,4.88,4.97,4.94,4.94,,15.0,4.0,0.0,0,3.45
20250600000000.0,30920241,3.0,3.0,,42.65314,-73.76787,4.0,1.0,2.0,2.0,1.0,90,2.0,2.0,1125,1125,2.0,1125.0,,0,3,27,90,11.0,3.0,0.0,27,4.0,255,4740.0,5.0,4.82,4.82,4.91,5.0,4.45,4.73,,2.0,2.0,0.0,0,0.29
20250600000000.0,433096110,4.0,5.0,,42.65353,-73.7679,2.0,1.0,1.0,1.0,1.0,28,1.0,1.0,28,28,1.0,28.0,,17,30,52,321,13.5,46.0,5.0,162,4.0,255,24990.0,4.9,4.97,4.85,4.95,4.95,4.78,4.88,,3.0,3.0,0.0,0,4.7
20250600000000.0,2554853,2.0,2.0,,42.65547943,-73.76625061,3.0,1.0,2.0,3.0,5.0,61,4.0,4.0,61,61,4.0,61.0,,28,51,81,260,8.0,2.0,0.0,197,2.0,20,2700.0,5.0,5.0,4.75,4.88,5.0,5.0,4.88,,1.0,1.0,0.0,0,0.25
20250600000000.0,353498132,6.0,6.0,,42.64489,-73.75731,2.0,1.0,1.0,1.0,1.0,365,1.0,2.0,365,365,1.3,365.0,,0,3,33,307,10.0,2.0,0.0,149,5.0,52,6916.0,5.0,5.0,5.0,5.0,4.8,4.0,5.0,,6.0,6.0,0.0,0,0.28
20250600000000.0,457678547,1.0,1.0,,42.640217,-73.780815,4.0,1.0,2.0,3.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,0,0,0,165,16.0,1.0,0.0,30,4.0,6,798.0,4.44,4.9,4.38,4.69,4.63,4.31,4.31,,1.0,1.0,0.0,0,0.47
20250600000000.0,382970529,16.0,26.0,,42.66762,-73.79919,2.0,1.0,1.0,1.0,1.0,32,1.0,1.0,1125,1125,1.0,1125.0,,10,18,40,311,15.0,6.0,0.0,152,7.0,36,4740.0,5.0,5.0,5.0,5.0,5.0,4.87,5.0,,15.0,4.0,0.0,0,0.42
20250600000000.0,47625981,19.0,19.0,,42.64528,-73.75861,2.0,1.0,1.0,1.0,1.0,365,1.0,2.0,1125,1125,1.3,1125.0,,24,48,76,192,57.0,14.0,2.0,192,16.0,84,8316.0,4.75,4.88,4.75,4.95,4.88,4.56,4.63,,18.0,2.0,0.0,0,1.56
20250600000000.0,7164949,1.0,2.0,,42.66169975,-73.76466828,1.0,1.0,2.0,2.0,2.0,7,2.0,2.0,7,7,2.0,7.0,,29,59,88,88,0.0,0.0,0.0,88,0.0,0,0.0,4.6,4.79,4.68,4.82,4.88,4.4,4.61,,1.0,0.0,1.0,0,1.54
20250600000000.0,47625981,19.0,19.0,,42.64558,-73.75928,2.0,1.0,1.0,1.0,1.0,365,1.0,2.0,1125,1125,1.3,1125.0,,29,50,50,262,57.0,10.0,1.0,103,14.0,60,5880.0,4.6,4.79,4.68,4.82,4.88,4.4,4.61,,18.0,2.0,0.0,0,1.54
20250600000000.0,119340359,2.0,2.0,,42.65323,-73.76797,7.0,1.0,3.0,1.0,1.0,365,3.0,2.0,1125,1125,1.3,1125.0,,0,0,0,0,101.0,5.0,0.0,0,27.0,255,0.0,4.97,4.97,5.0,4.97,5.0,4.83,4.93,,2.0,2.0,0.0,0,2.75
20250600000000.0,335923036,3.0,3.0,,42.645351,-73.753647,4.0,1.0,1.0,1.0,1.0,365,1.0,1.0,365,365,1.0,365.0,,30,60,90,364,10.0,0.0,0.0,206,0.0,0,0.0,4.9,4.9,4.3,5.0,5.0,4.8,4.9,,1.0,1.0,0.0,0,0.27
20250600000000.0,353498132,6.0,6.0,,42.64625,-73.75663,2.0,1.0,0.0,1.0,1.0,365,1.0,2.0,365,365,1.3,365.0,,0,0,0,84,8.0,3.0,0.0,0,3.0,84,7560.0,4.75,4.88,4.88,5.0,5.0,4.5,4.63,,6.0,6.0,0.0,0,0.23
20250600000000.0,1761578,4.0,7.0,,42.65389,-73.76538,2.0,1.0,1.0,1.0,2.0,29,2.0,2.0,1125,1125,2.0,1125.0,,0,7,37,216,6.0,3.0,0.0,153,5.0,18,2340.0,5.0,5.0,4.83,4.83,5.0,4.67,4.33,,3.0,3.0,0.0,0,0.22
20250600000000.0,47625981,19.0,19.0,,42.65752,-73.74743,2.0,1.0,1.0,1.0,1.0,365,1.0,2.0,1125,1125,1.3,1125.0,,29,54,84,359,51.0,8.0,0.0,200,15.0,48,4992.0,4.57,4.76,4.61,4.8,4.92,4.57,4.49,,18.0,2.0,0.0,0,1.45
20250600000000.0,30920241,3.0,3.0,,42.65128,-73.7686,2.0,1.0,1.0,3.0,1.0,90,1.0,2.0,1125,1125,1.3,1125.0,,0,0,0,63,1.0,1.0,0.0,0,1.0,56,0.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,,2.0,2.0,0.0,0,0.09
20250600000000.0,466389096,2.0,2.0,,42.6374547,-73.7716647,4.0,1.0,3.0,3.0,1.0,365,5.0,5.0,1125,1125,5.0,1125.0,,0,7,37,312,5.0,0.0,0.0,153,0.0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,2.0,0.0,0,0.14
20250600000000.0,466389096,2.0,2.0,,42.6378819,-73.7715269,4.0,1.0,1.0,3.0,1.0,1125,1.0,7.0,1125,1125,7.0,1125.0,,24,54,84,359,2.0,1.0,0.0,200,1.0,28,3500.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,2.0,2.0,0.0,0,0.06
20250600000000.0,439560254,1.0,1.0,,42.65541381,-73.76367521,4.0,1.0,1.0,2.0,2.0,1125,2.0,2.0,1125,1125,2.0,1125.0,,26,51,75,164,103.0,25.0,2.0,164,32.0,150,16350.0,4.9,4.91,4.82,4.95,4.99,4.88,4.83,,1.0,1.0,0.0,0,2.95
20250600000000.0,382970529,16.0,26.0,,42.66758,-73.7992,2.0,1.0,1.0,1.0,1.0,60,1.0,1.0,1125,1125,1.0,1125.0,,14,23,44,44,136.0,34.0,2.0,44,39.0,204,12240.0,4.98,4.98,5.0,4.93,4.98,4.97,4.96,,15.0,4.0,0.0,0,3.85
20250600000000.0,382970529,16.0,26.0,,42.66764,-73.79908,2.0,1.0,1.0,1.0,1.0,60,1.0,2.0,1125,1125,1.1,1125.0,,19,30,51,51,114.0,27.0,2.0,51,29.0,162,11988.0,4.93,4.92,4.96,4.94,4.96,4.96,4.93,,15.0,4.0,0.0,0,3.24
20250600000000.0,203631769,1.0,1.0,,42.64531,-73.75963,4.0,1.0,2.0,2.0,2.0,29,2.0,2.0,29,29,2.0,29.0,,0,0,0,0,28.0,0.0,0.0,0,0.0,0,0.0,4.86,4.86,4.93,4.89,4.89,4.71,4.93,,1.0,1.0,0.0,0,0.82
20250600000000.0,461579260,2.0,2.0,,42.646896,-73.757612,5.0,1.0,2.0,2.0,1.0,365,1.0,3.0,365,365,1.9,365.0,,0,0,0,160,3.0,0.0,0.0,1,1.0,0,0.0,4.9,4.9,4.9,5.0,5.0,4.33,4.9,,2.0,2.0,0.0,0,0.11
20250600000000.0,461579260,2.0,2.0,,42.64621,-73.75723,3.0,1.0,3.0,3.0,1.0,365,1.0,1.0,365,365,1.0,365.0,,0,0,0,0,4.0,0.0,0.0,0,0.0,0,0.0,4.9,4.9,4.9,4.75,5.0,4.8,4.9,,2.0,2.0,0.0,0,0.12
20250600000000.0,1717342,3.0,3.0,,42.65405765,-73.760713,2.0,1.0,1.0,1.0,1.0,21,1.0,3.0,21,21,1.1,21.0,,14,34,53,317,13.5,5.0,0.0,162,4.0,255,21420.0,4.9,4.92,4.92,4.97,4.97,4.89,4.83,,2.0,2.0,0.0,0,1.2
20250600000000.0,67337944,1.0,1.0,,42.6623,-73.777,2.0,1.0,1.0,1.0,1.0,1125,1.0,2.0,1125,1125,1.3,1125.0,,0,0,0,157,104.0,18.0,0.0,0,42.0,255,26520.0,4.81,4.87,4.89,4.83,4.89,4.43,4.74,,1.0,1.0,0.0,0,3.49
20250600000000.0,3650672,1.0,2.0,,42.67075,-73.79704,7.0,1.0,3.0,1.0,3.0,365,1.0,3.0,1125,1125,3.0,1125.0,,13,29,40,156,4.0,4.0,0.0,149,3.0,24,3792.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,1.0,0.0,0,0.38
20250600000000.0,58406953,1.0,1.0,,42.67485,-73.79867,2.0,1.0,1.0,1.0,2.0,1125,1.0,2.0,1125,1125,2.0,1125.0,,0,0,14,85,3.0,1.0,1.0,85,0.0,6,492.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,1.0,1.0,0.0,0,0.09
